3.462365962451696699e-01,7.802469281536239532e-01,0.000000000000000000e+00
3.028671076822606612e-01,4.389499752400101151e-01,0.000000000000000000e+00
3.584740876993871561e-01,7.290219802708364227e-01,0.000000000000000000e+00
6.018259938620975635e-01,8.630855209546826057e-01,1.000000000000000000e+00
7.903273605071009511e-01,7.534437643691029862e-01,1.000000000000000000e+00
4.508327747668339214e-01,5.631637178153049428e-01,0.000000000000000000e+00
6.110666453684765465e-01,9.651142588489624030e-01,1.000000000000000000e+00
7.502474556738889522e-01,4.655401354116538437e-01,1.000000000000000000e+00
7.609878670226257746e-01,8.742056971926802644e-01,1.000000000000000000e+00
8.443281996120035604e-01,4.353339331072108576e-01,1.000000000000000000e+00
9.586155507093572226e-01,3.822527805795093991e-01,0.000000000000000000e+00
7.501365838958247156e-01,3.060326323428010920e-01,0.000000000000000000e+00
8.230705337399482069e-01,7.648196330235603746e-01,1.000000000000000000e+00
6.936458875970938909e-01,9.771869196188608386e-01,1.000000000000000000e+00
3.953833914367222979e-01,7.603681085115882032e-01,0.000000000000000000e+00
5.397105214856230404e-01,8.920735013750205056e-01,1.000000000000000000e+00
6.907014406283025210e-01,5.274046973016764950e-01,1.000000000000000000e+00
6.794685547711617479e-01,4.667857410673128538e-01,0.000000000000000000e+00
7.066150955499435060e-01,9.292713789364830390e-01,1.000000000000000000e+00
7.697878372747497533e-01,4.757596364975532066e-01,1.000000000000000000e+00
6.737202754570875696e-01,4.283843832029179399e-01,0.000000000000000000e+00
8.967677575072079410e-01,6.579936592745236901e-01,1.000000000000000000e+00
5.053478828988299254e-01,4.885581152764204571e-01,0.000000000000000000e+00
3.421206097786789191e-01,4.420952859866287832e-01,0.000000000000000000e+00
7.792409145457039887e-01,6.897235999330589840e-01,1.000000000000000000e+00
6.227101367004632682e-01,6.995445795447586823e-01,1.000000000000000000e+00
8.019018075095659670e-01,4.482162893218352706e-01,1.000000000000000000e+00
9.311438879744200481e-01,3.880067033713208713e-01,0.000000000000000000e+00
6.183020602312595537e-01,5.025610789244621124e-01,0.000000000000000000e+00
3.878580379679422707e-01,6.499568095539578483e-01,0.000000000000000000e+00
6.137928944742500059e-01,7.280788731317096030e-01,1.000000000000000000e+00
8.540451939411645155e-01,5.705198397627121443e-01,1.000000000000000000e+00
5.210797973193984634e-01,6.312762376881715376e-01,0.000000000000000000e+00
5.204540476831827078e-01,6.943286012045222222e-01,1.000000000000000000e+00
4.023689373545111247e-01,7.116774802184875348e-01,0.000000000000000000e+00
5.463510555424817561e-01,5.221388588061123270e-01,0.000000000000000000e+00
3.391550010906887458e-01,9.886943574220610209e-01,0.000000000000000000e+00
6.417698887494485138e-01,8.090806058670817480e-01,1.000000000000000000e+00
7.478925295941541984e-01,4.157341522824434255e-01,0.000000000000000000e+00
3.418364002644189714e-01,7.523772033601339171e-01,0.000000000000000000e+00
8.390239366249154784e-01,5.630804621605327576e-01,1.000000000000000000e+00
5.154772026906181415e-01,4.685629026349975579e-01,0.000000000000000000e+00
9.444336776917852116e-01,6.556892160559051330e-01,1.000000000000000000e+00
8.236875375713919034e-01,4.061825515970617917e-01,0.000000000000000000e+00
5.104775177128865193e-01,4.582270145776001224e-01,0.000000000000000000e+00
6.222267576120187327e-01,5.206099194836678601e-01,0.000000000000000000e+00
7.719303492601363725e-01,7.045820000180958997e-01,1.000000000000000000e+00
9.777159928000231925e-01,8.672782233002820362e-01,1.000000000000000000e+00
6.207306379667647533e-01,9.676882412413982948e-01,1.000000000000000000e+00
9.156497449807442512e-01,8.869629254546599340e-01,1.000000000000000000e+00
7.994481794066932157e-01,7.416311935043757853e-01,1.000000000000000000e+00
9.927252692925719879e-01,6.099903099844987686e-01,1.000000000000000000e+00
9.054671411399851655e-01,4.339060180650027299e-01,1.000000000000000000e+00
3.452451385320008947e-01,6.039634245837173232e-01,0.000000000000000000e+00
5.028649611899069782e-01,4.980453881323059218e-01,0.000000000000000000e+00
4.958667721632031289e-01,5.980895099453265029e-01,0.000000000000000000e+00
9.764563396007767127e-01,6.886157272420604381e-01,1.000000000000000000e+00
3.257720016809309005e-01,9.559854761387874822e-01,0.000000000000000000e+00
7.424869136721597984e-01,6.982457122657192983e-01,1.000000000000000000e+00
7.179646205863379205e-01,7.845356224515052102e-01,1.000000000000000000e+00
7.539561146568030114e-01,8.575993667331619497e-01,1.000000000000000000e+00
3.528611281526192744e-01,4.702051394723415489e-01,0.000000000000000000e+00
5.625381749711624302e-01,3.926147251058019205e-01,0.000000000000000000e+00
3.005882244669795811e-01,4.959297386723685030e-01,0.000000000000000000e+00
4.466826172480892754e-01,6.645008614558912674e-01,0.000000000000000000e+00
6.656089447242954371e-01,4.109209807936972658e-01,0.000000000000000000e+00
4.045755098375163894e-01,9.753518548909936303e-01,1.000000000000000000e+00
4.907256321908843866e-01,5.188321182073966087e-01,0.000000000000000000e+00
8.027957401466997434e-01,9.211606081344083652e-01,1.000000000000000000e+00
6.674671856944038861e-01,6.099139402740988425e-01,1.000000000000000000e+00
3.272283304060322751e-01,4.330717306430063029e-01,0.000000000000000000e+00
6.403932041506010808e-01,7.803168802018231043e-01,1.000000000000000000e+00
7.234649422579922939e-01,9.622759296761403958e-01,1.000000000000000000e+00
6.045788573918958742e-01,7.309499809758037703e-01,1.000000000000000000e+00
5.884095621726802561e-01,7.585844831279041633e-01,1.000000000000000000e+00
9.982785779692128214e-01,7.236925193383885180e-01,1.000000000000000000e+00
4.726426910848174345e-01,8.847586499559781936e-01,1.000000000000000000e+00
5.045815980285988100e-01,7.580985952982456366e-01,1.000000000000000000e+00
6.045555629271531783e-01,4.250840943572217201e-01,0.000000000000000000e+00
8.222666157785567531e-01,4.271987853716458505e-01,0.000000000000000000e+00
8.891389641665330412e-01,6.980378889835472389e-01,1.000000000000000000e+00
9.483450672430195905e-01,4.569430680250753940e-01,1.000000000000000000e+00
6.731925746917526432e-01,6.658935317747914917e-01,1.000000000000000000e+00
5.723870631569861755e-01,5.951428198012955750e-01,1.000000000000000000e+00
8.036675600171272471e-01,9.096014789746953433e-01,1.000000000000000000e+00
6.846852178591111837e-01,8.559430710452013980e-01,1.000000000000000000e+00
4.207545453847310046e-01,7.884478600148042693e-01,0.000000000000000000e+00
7.547770200533905349e-01,9.042453899753963853e-01,1.000000000000000000e+00
7.863542434898017630e-01,9.664742716885643681e-01,1.000000000000000000e+00
5.234800398794107190e-01,6.076950525602592412e-01,0.000000000000000000e+00
9.409433112516792930e-01,7.715910509073893309e-01,1.000000000000000000e+00
9.044855097096363705e-01,8.750879176484701594e-01,1.000000000000000000e+00
5.548216114069585148e-01,3.557070347228866170e-01,0.000000000000000000e+00
7.449269241843040623e-01,8.484513684930135025e-01,1.000000000000000000e+00
8.984580670720978546e-01,4.535828361091657768e-01,1.000000000000000000e+00
8.348916274498238144e-01,4.838028579728175238e-01,1.000000000000000000e+00
4.226170080998169487e-01,8.710385094025457908e-01,1.000000000000000000e+00
9.931500880510394369e-01,6.877540947206617350e-01,1.000000000000000000e+00
5.534001756003703587e-01,6.493193800694859741e-01,1.000000000000000000e+00
7.477589300092766234e-01,8.952981289513276542e-01,1.000000000000000000e+00
